Source_ID,Source_Type,Target_ID,Target_Type,Rel_Type,Weight,As_Of
CTL-IC-1,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-IC-1,Control,CAP-INC,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-IC-1,Control,EVD-CTL-IC-1-EV-INCIDENT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-IC-1-EV-INCIDENT,Evidence,TEC-SERVICENOW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-IC-1,Control,EVD-CTL-IC-1-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-IC-1-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-IC-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-2,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-IC-2,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-IC-2,Control,CAP-INC,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-IC-2,Control,EVD-CTL-IC-2-EV-INCIDENT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-IC-2-EV-INCIDENT,Evidence,TEC-SERVICENOW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-IC-2,Control,EVD-CTL-IC-2-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-IC-2-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-IC-2,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-2,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-3,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-IC-3,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-IC-3,Control,CAP-INC,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-IC-3,Control,EVD-CTL-IC-3-EV-INCIDENT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-IC-3-EV-INCIDENT,Evidence,TEC-SERVICENOW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-IC-3,Control,EVD-CTL-IC-3-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-IC-3-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-IC-3,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-3,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-IC-3,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TP-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TP-1,Control,RK-TPR,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-TP-1,Control,CAP-TPR,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-TP-1,Control,EVD-CTL-TP-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TP-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TP-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TP-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TP-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TP-2,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TP-2,Control,RK-TPR,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-TP-2,Control,CAP-TPR,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-TP-2,Control,EVD-CTL-TP-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TP-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TP-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TP-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TP-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-1,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CY-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CY-1,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-CY-1,Control,CAP-CYBER,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-CY-1,Control,EVD-CTL-CY-1-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CY-1-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CY-1,Control,EVD-CTL-CY-1-EV-ACCESS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CY-1-EV-ACCESS,Evidence,TEC-ENTRA,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CY-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-2,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CY-2,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-CY-2,Control,CAP-CYBER,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-CY-2,Control,EVD-CTL-CY-2-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CY-2-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CY-2,Control,EVD-CTL-CY-2-EV-ACCESS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CY-2-EV-ACCESS,Evidence,TEC-ENTRA,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CY-2,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-2,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CY-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AC-1,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AC-1,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-AC-1,Control,CAP-AC,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-AC-1,Control,EVD-CTL-AC-1-EV-ACCESS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AC-1-EV-ACCESS,Evidence,TEC-ENTRA,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AC-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AC-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AC-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AC-2,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AC-2,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-AC-2,Control,CAP-AC,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-AC-2,Control,EVD-CTL-AC-2-EV-ACCESS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AC-2-EV-ACCESS,Evidence,TEC-ENTRA,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AC-2,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AC-2,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AC-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CAP-1,Control,SYS-CREDIT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CAP-1,Control,SYS-REGRPT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CAP-1,Control,RK-CREDIT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-CAP-1,Control,CAP-CAPITAL,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-CAP-1,Control,EVD-CTL-CAP-1-EV-CAPREC,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CAP-1-EV-CAPREC,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CAP-1,Control,EVD-CTL-CAP-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CAP-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CAP-1,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CAP-1,Control,PR-TRADING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CAP-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CAP-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CAP-2,Control,SYS-REGRPT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CAP-2,Control,RK-CREDIT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-CAP-2,Control,CAP-CAPITAL,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-CAP-2,Control,EVD-CTL-CAP-2-EV-CAPREC,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CAP-2-EV-CAPREC,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CAP-2,Control,EVD-CTL-CAP-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CAP-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CAP-2,Control,PR-TRADING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CAP-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-DQ-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-DQ-1,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-DQ-1,Control,CAP-DQ,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-DQ-1,Control,EVD-CTL-DQ-1-EV-DQ,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-DQ-1-EV-DQ,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-DQ-1,Control,EVD-CTL-DQ-1-EV-CLASS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-DQ-1-EV-CLASS,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-DQ-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-DQ-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-DQ-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-DQ-2,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-DQ-2,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-DQ-2,Control,CAP-DQ,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-DQ-2,Control,EVD-CTL-DQ-2-EV-DQ,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-DQ-2-EV-DQ,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-DQ-2,Control,EVD-CTL-DQ-2-EV-CLASS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-DQ-2-EV-CLASS,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-DQ-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-DQ-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-DQ-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-LIN-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-LIN-1,Control,SYS-REGRPT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-LIN-1,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-LIN-1,Control,CAP-LIN,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-LIN-1,Control,EVD-CTL-LIN-1-EV-LINEAGE,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-LIN-1-EV-LINEAGE,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-LIN-1,Control,EVD-CTL-LIN-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-LIN-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-LIN-1,Control,PR-TRADING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-LIN-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-LIN-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-LIN-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-LIN-2,Control,SYS-REGRPT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-LIN-2,Control,SYS-GL,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-LIN-2,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-LIN-2,Control,CAP-LIN,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-LIN-2,Control,EVD-CTL-LIN-2-EV-LINEAGE,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-LIN-2-EV-LINEAGE,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-LIN-2,Control,EVD-CTL-LIN-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-LIN-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-LIN-2,Control,PR-TRADING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-LIN-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MD-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-MD-1,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-MD-1,Control,CAP-MDM,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-MD-1,Control,EVD-CTL-MD-1-EV-CLASS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MD-1-EV-CLASS,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MD-1,Control,EVD-CTL-MD-1-EV-LINEAGE,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MD-1-EV-LINEAGE,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MD-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MD-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MD-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MD-2,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-MD-2,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-MD-2,Control,CAP-MDM,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-MD-2,Control,EVD-CTL-MD-2-EV-CLASS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MD-2-EV-CLASS,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MD-2,Control,EVD-CTL-MD-2-EV-LINEAGE,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MD-2-EV-LINEAGE,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MD-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MD-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MD-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RT-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-RT-1,Control,SYS-CORE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-RT-1,Control,RK-PRIV,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-RT-1,Control,CAP-RET,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-RT-1,Control,EVD-CTL-RT-1-EV-RETENTION,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-RT-1-EV-RETENTION,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-RT-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RT-1,Control,PR-PAYMENTS,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RT-1,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RT-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RT-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RT-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RT-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-1,Control,SYS-CRM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-PR-1,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-PR-1,Control,RK-PRIV,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-PR-1,Control,CAP-PII,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-PR-1,Control,EVD-CTL-PR-1-EV-CLASS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-PR-1-EV-CLASS,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-PR-1,Control,EVD-CTL-PR-1-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-PR-1-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-PR-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-2,Control,SYS-CRM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-PR-2,Control,SYS-CORE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-PR-2,Control,RK-PRIV,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-PR-2,Control,CAP-PII,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-PR-2,Control,EVD-CTL-PR-2-EV-CLASS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-PR-2-EV-CLASS,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-PR-2,Control,EVD-CTL-PR-2-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-PR-2-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-PR-2,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-2,Control,PR-PAYMENTS,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-2,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-2,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-3,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-PR-3,Control,RK-PRIV,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-PR-3,Control,CAP-PII,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-PR-3,Control,EVD-CTL-PR-3-EV-CLASS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-PR-3-EV-CLASS,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-PR-3,Control,EVD-CTL-PR-3-EV-DLP,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-PR-3-EV-DLP,Evidence,TEC-DEFENDER,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-PR-3,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-3,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-PR-3,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-SCA-1,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-SCA-1,Control,SYS-PAY,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-SCA-1,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
