Score_Key,Change_ID,Scope_Type,Scope_ID,Scope_Name,Scenario,Score,Status,As_Of
Regulation|REG-PSD2|PostRemediation|CHG-PSD2|2026-06-25,CHG-PSD2,Regulation,REG-PSD2,REG-PSD2,PostRemediation,100.0,Compliant,2026-06-25
Capability|CAP-FC|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-FC,Financial Crime Detection,AsIs,52.8,Partially Compliant,2026-06-25
Capability|CAP-SANCT|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-SANCT,Sanctions Screening,AsIs,52.7,Partially Compliant,2026-06-25
Capability|CAP-RES|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-RES,Operational Resilience,AsIs,33.2,Non-Compliant,2026-06-25
Capability|CAP-INC|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-INC,Incident Management,AsIs,36.2,Non-Compliant,2026-06-25
Capability|CAP-TPR|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-TPR,Third-Party / ICT Dependency,AsIs,32.2,Non-Compliant,2026-06-25
Capability|CAP-CYBER|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-CYBER,Cyber Security,AsIs,42.5,Non-Compliant,2026-06-25
Capability|CAP-AC|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-AC,Access Control,AsIs,58.8,Partially Compliant,2026-06-25
Capability|CAP-CAPITAL|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-CAPITAL,Capital & RWA,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-DQ|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-DQ,Data Quality,AsIs,41.2,Non-Compliant,2026-06-25
Capability|CAP-LIN|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-LIN,Data Lineage,AsIs,26.2,Non-Compliant,2026-06-25
Capability|CAP-MDM|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-MDM,Metadata & Catalog,AsIs,3.0,Non-Compliant,2026-06-25
Capability|CAP-RET|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-RET,Data Retention,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-PII|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-PII,PII Protection,AsIs,62.8,Partially Compliant,2026-06-25
Capability|CAP-AUTH|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-AUTH,Strong Authentication,AsIs,50.0,Partially Compliant,2026-06-25
Capability|CAP-COND|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-COND,Conduct & Fair Value,AsIs,82.3,Compliant,2026-06-25
Capability|CAP-MRM|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-MRM,Model Risk Management,AsIs,47.0,Non-Compliant,2026-06-25
Capability|CAP-AIG|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-AIG,AI Governance,AsIs,55.8,Partially Compliant,2026-06-25
Capability|CAP-TDQ|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-TDQ,Training Data Quality,AsIs,45.5,Non-Compliant,2026-06-25
Capability|CAP-TRACE|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-TRACE,Traceability & Explainability,AsIs,8.8,Non-Compliant,2026-06-25
Capability|CAP-AUD|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-AUD,Auditability & Evidence,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-REP|AsIs|CHG-PSD2|2026-06-25,CHG-PSD2,Capability,CAP-REP,Regulatory Reporting,AsIs,83.8,Compliant,2026-06-25
Overall|BANK|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Overall,BANK,Enterprise,AsIs,50.5,Partially Compliant,2026-06-25
Overall|BANK|PostChange|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Overall,BANK,Enterprise,PostChange,52.2,Partially Compliant,2026-06-25
Overall|BANK|PostRemediation|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Overall,BANK,Enterprise,PostRemediation,52.7,Partially Compliant,2026-06-25
Regulation|REG-CONSDUTY|PostChange|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Regulation,REG-CONSDUTY,REG-CONSDUTY,PostChange,88.2,Compliant,2026-06-25
Regulation|REG-CONSDUTY|PostRemediation|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Regulation,REG-CONSDUTY,REG-CONSDUTY,PostRemediation,100.0,Compliant,2026-06-25
Capability|CAP-FC|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-FC,Financial Crime Detection,AsIs,52.8,Partially Compliant,2026-06-25
Capability|CAP-SANCT|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-SANCT,Sanctions Screening,AsIs,52.7,Partially Compliant,2026-06-25
Capability|CAP-RES|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-RES,Operational Resilience,AsIs,33.2,Non-Compliant,2026-06-25
Capability|CAP-INC|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-INC,Incident Management,AsIs,36.2,Non-Compliant,2026-06-25
Capability|CAP-TPR|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-TPR,Third-Party / ICT Dependency,AsIs,32.2,Non-Compliant,2026-06-25
Capability|CAP-CYBER|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-CYBER,Cyber Security,AsIs,42.5,Non-Compliant,2026-06-25
Capability|CAP-AC|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-AC,Access Control,AsIs,58.8,Partially Compliant,2026-06-25
Capability|CAP-CAPITAL|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-CAPITAL,Capital & RWA,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-DQ|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-DQ,Data Quality,AsIs,41.2,Non-Compliant,2026-06-25
Capability|CAP-LIN|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-LIN,Data Lineage,AsIs,26.2,Non-Compliant,2026-06-25
Capability|CAP-MDM|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-MDM,Metadata & Catalog,AsIs,3.0,Non-Compliant,2026-06-25
Capability|CAP-RET|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-RET,Data Retention,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-PII|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-PII,PII Protection,AsIs,62.8,Partially Compliant,2026-06-25
Capability|CAP-AUTH|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-AUTH,Strong Authentication,AsIs,50.0,Partially Compliant,2026-06-25
Capability|CAP-COND|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-COND,Conduct & Fair Value,AsIs,82.3,Compliant,2026-06-25
Capability|CAP-MRM|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-MRM,Model Risk Management,AsIs,47.0,Non-Compliant,2026-06-25
Capability|CAP-AIG|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-AIG,AI Governance,AsIs,55.8,Partially Compliant,2026-06-25
Capability|CAP-TDQ|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-TDQ,Training Data Quality,AsIs,45.5,Non-Compliant,2026-06-25
Capability|CAP-TRACE|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-TRACE,Traceability & Explainability,AsIs,8.8,Non-Compliant,2026-06-25
Capability|CAP-AUD|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-AUD,Auditability & Evidence,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-REP|AsIs|CHG-CONSDUTY|2026-06-25,CHG-CONSDUTY,Capability,CAP-REP,Regulatory Reporting,AsIs,83.8,Compliant,2026-06-25
Overall|BANK|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Overall,BANK,Enterprise,AsIs,52.8,Partially Compliant,2026-06-25
Overall|BANK|PostChange|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Overall,BANK,Enterprise,PostChange,52.2,Partially Compliant,2026-06-25
Overall|BANK|PostRemediation|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Overall,BANK,Enterprise,PostRemediation,54.9,Partially Compliant,2026-06-25
Regulation|REG-FCAOPRES|PostChange|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Regulation,REG-FCAOPRES,REG-FCAOPRES,PostChange,39.5,Non-Compliant,2026-06-25
Regulation|REG-FCAOPRES|PostRemediation|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Regulation,REG-FCAOPRES,REG-FCAOPRES,PostRemediation,100.0,Compliant,2026-06-25
Capability|CAP-FC|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-FC,Financial Crime Detection,AsIs,52.8,Partially Compliant,2026-06-25
Capability|CAP-SANCT|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-SANCT,Sanctions Screening,AsIs,52.7,Partially Compliant,2026-06-25
Capability|CAP-RES|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-RES,Operational Resilience,AsIs,33.2,Non-Compliant,2026-06-25
Capability|CAP-INC|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-INC,Incident Management,AsIs,36.2,Non-Compliant,2026-06-25
Capability|CAP-TPR|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-TPR,Third-Party / ICT Dependency,AsIs,32.2,Non-Compliant,2026-06-25
Capability|CAP-CYBER|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-CYBER,Cyber Security,AsIs,42.5,Non-Compliant,2026-06-25
Capability|CAP-AC|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-AC,Access Control,AsIs,58.8,Partially Compliant,2026-06-25
Capability|CAP-CAPITAL|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-CAPITAL,Capital & RWA,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-DQ|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-DQ,Data Quality,AsIs,41.2,Non-Compliant,2026-06-25
Capability|CAP-LIN|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-LIN,Data Lineage,AsIs,26.2,Non-Compliant,2026-06-25
Capability|CAP-MDM|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-MDM,Metadata & Catalog,AsIs,3.0,Non-Compliant,2026-06-25
Capability|CAP-RET|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-RET,Data Retention,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-PII|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-PII,PII Protection,AsIs,62.8,Partially Compliant,2026-06-25
Capability|CAP-AUTH|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-AUTH,Strong Authentication,AsIs,50.0,Partially Compliant,2026-06-25
Capability|CAP-COND|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-COND,Conduct & Fair Value,AsIs,82.3,Compliant,2026-06-25
Capability|CAP-MRM|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-MRM,Model Risk Management,AsIs,47.0,Non-Compliant,2026-06-25
Capability|CAP-AIG|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-AIG,AI Governance,AsIs,55.8,Partially Compliant,2026-06-25
Capability|CAP-TDQ|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-TDQ,Training Data Quality,AsIs,45.5,Non-Compliant,2026-06-25
Capability|CAP-TRACE|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-TRACE,Traceability & Explainability,AsIs,8.8,Non-Compliant,2026-06-25
Capability|CAP-AUD|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-AUD,Auditability & Evidence,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-REP|AsIs|CHG-FCAOPRES|2026-06-25,CHG-FCAOPRES,Capability,CAP-REP,Regulatory Reporting,AsIs,83.8,Compliant,2026-06-25
Overall|BANK|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Overall,BANK,Enterprise,AsIs,51.9,Partially Compliant,2026-06-25
Overall|BANK|PostChange|CHG-SEC|2026-06-25,CHG-SEC,Overall,BANK,Enterprise,PostChange,52.2,Partially Compliant,2026-06-25
Overall|BANK|PostRemediation|CHG-SEC|2026-06-25,CHG-SEC,Overall,BANK,Enterprise,PostRemediation,55.2,Partially Compliant,2026-06-25
Regulation|REG-SEC|PostChange|CHG-SEC|2026-06-25,CHG-SEC,Regulation,REG-SEC,REG-SEC,PostChange,56.4,Partially Compliant,2026-06-25
Regulation|REG-SEC|PostRemediation|CHG-SEC|2026-06-25,CHG-SEC,Regulation,REG-SEC,REG-SEC,PostRemediation,100.0,Compliant,2026-06-25
Capability|CAP-FC|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-FC,Financial Crime Detection,AsIs,52.8,Partially Compliant,2026-06-25
Capability|CAP-SANCT|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-SANCT,Sanctions Screening,AsIs,52.7,Partially Compliant,2026-06-25
Capability|CAP-RES|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-RES,Operational Resilience,AsIs,33.2,Non-Compliant,2026-06-25
Capability|CAP-INC|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-INC,Incident Management,AsIs,36.2,Non-Compliant,2026-06-25
Capability|CAP-TPR|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-TPR,Third-Party / ICT Dependency,AsIs,32.2,Non-Compliant,2026-06-25
Capability|CAP-CYBER|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-CYBER,Cyber Security,AsIs,42.5,Non-Compliant,2026-06-25
Capability|CAP-AC|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-AC,Access Control,AsIs,58.8,Partially Compliant,2026-06-25
Capability|CAP-CAPITAL|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-CAPITAL,Capital & RWA,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-DQ|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-DQ,Data Quality,AsIs,41.2,Non-Compliant,2026-06-25
Capability|CAP-LIN|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-LIN,Data Lineage,AsIs,26.2,Non-Compliant,2026-06-25
Capability|CAP-MDM|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-MDM,Metadata & Catalog,AsIs,3.0,Non-Compliant,2026-06-25
Capability|CAP-RET|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-RET,Data Retention,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-PII|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-PII,PII Protection,AsIs,62.8,Partially Compliant,2026-06-25
Capability|CAP-AUTH|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-AUTH,Strong Authentication,AsIs,50.0,Partially Compliant,2026-06-25
Capability|CAP-COND|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-COND,Conduct & Fair Value,AsIs,82.3,Compliant,2026-06-25
Capability|CAP-MRM|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-MRM,Model Risk Management,AsIs,47.0,Non-Compliant,2026-06-25
Capability|CAP-AIG|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-AIG,AI Governance,AsIs,55.8,Partially Compliant,2026-06-25
Capability|CAP-TDQ|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-TDQ,Training Data Quality,AsIs,45.5,Non-Compliant,2026-06-25
Capability|CAP-TRACE|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-TRACE,Traceability & Explainability,AsIs,8.8,Non-Compliant,2026-06-25
Capability|CAP-AUD|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-AUD,Auditability & Evidence,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-REP|AsIs|CHG-SEC|2026-06-25,CHG-SEC,Capability,CAP-REP,Regulatory Reporting,AsIs,83.8,Compliant,2026-06-25
Overall|BANK|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Overall,BANK,Enterprise,AsIs,51.2,Partially Compliant,2026-06-25
Overall|BANK|PostChange|CHG-OCC|2026-06-25,CHG-OCC,Overall,BANK,Enterprise,PostChange,52.2,Partially Compliant,2026-06-25
Overall|BANK|PostRemediation|CHG-OCC|2026-06-25,CHG-OCC,Overall,BANK,Enterprise,PostRemediation,54.2,Partially Compliant,2026-06-25
Regulation|REG-OCC|PostChange|CHG-OCC|2026-06-25,CHG-OCC,Regulation,REG-OCC,REG-OCC,PostChange,67.6,Partially Compliant,2026-06-25
Regulation|REG-OCC|PostRemediation|CHG-OCC|2026-06-25,CHG-OCC,Regulation,REG-OCC,REG-OCC,PostRemediation,100.0,Compliant,2026-06-25
Capability|CAP-FC|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-FC,Financial Crime Detection,AsIs,52.8,Partially Compliant,2026-06-25
Capability|CAP-SANCT|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-SANCT,Sanctions Screening,AsIs,52.7,Partially Compliant,2026-06-25
Capability|CAP-RES|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-RES,Operational Resilience,AsIs,33.2,Non-Compliant,2026-06-25
Capability|CAP-INC|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-INC,Incident Management,AsIs,36.2,Non-Compliant,2026-06-25
Capability|CAP-TPR|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-TPR,Third-Party / ICT Dependency,AsIs,32.2,Non-Compliant,2026-06-25
Capability|CAP-CYBER|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-CYBER,Cyber Security,AsIs,42.5,Non-Compliant,2026-06-25
Capability|CAP-AC|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-AC,Access Control,AsIs,58.8,Partially Compliant,2026-06-25
Capability|CAP-CAPITAL|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-CAPITAL,Capital & RWA,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-DQ|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-DQ,Data Quality,AsIs,41.2,Non-Compliant,2026-06-25
Capability|CAP-LIN|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-LIN,Data Lineage,AsIs,26.2,Non-Compliant,2026-06-25
Capability|CAP-MDM|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-MDM,Metadata & Catalog,AsIs,3.0,Non-Compliant,2026-06-25
Capability|CAP-RET|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-RET,Data Retention,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-PII|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-PII,PII Protection,AsIs,62.8,Partially Compliant,2026-06-25
Capability|CAP-AUTH|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-AUTH,Strong Authentication,AsIs,50.0,Partially Compliant,2026-06-25
Capability|CAP-COND|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-COND,Conduct & Fair Value,AsIs,82.3,Compliant,2026-06-25
Capability|CAP-MRM|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-MRM,Model Risk Management,AsIs,47.0,Non-Compliant,2026-06-25
Capability|CAP-AIG|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-AIG,AI Governance,AsIs,55.8,Partially Compliant,2026-06-25
Capability|CAP-TDQ|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-TDQ,Training Data Quality,AsIs,45.5,Non-Compliant,2026-06-25
Capability|CAP-TRACE|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-TRACE,Traceability & Explainability,AsIs,8.8,Non-Compliant,2026-06-25
Capability|CAP-AUD|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-AUD,Auditability & Evidence,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-REP|AsIs|CHG-OCC|2026-06-25,CHG-OCC,Capability,CAP-REP,Regulatory Reporting,AsIs,83.8,Compliant,2026-06-25
Overall|BANK|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Overall,BANK,Enterprise,AsIs,52.7,Partially Compliant,2026-06-25
Overall|BANK|PostChange|CHG-MASTRM|2026-06-25,CHG-MASTRM,Overall,BANK,Enterprise,PostChange,52.2,Partially Compliant,2026-06-25
Overall|BANK|PostRemediation|CHG-MASTRM|2026-06-25,CHG-MASTRM,Overall,BANK,Enterprise,PostRemediation,55.9,Partially Compliant,2026-06-25
Regulation|REG-MAS|PostChange|CHG-MASTRM|2026-06-25,CHG-MASTRM,Regulation,REG-MAS,REG-MAS,PostChange,45.8,Non-Compliant,2026-06-25
Regulation|REG-MAS|PostRemediation|CHG-MASTRM|2026-06-25,CHG-MASTRM,Regulation,REG-MAS,REG-MAS,PostRemediation,100.0,Compliant,2026-06-25
Capability|CAP-FC|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-FC,Financial Crime Detection,AsIs,52.8,Partially Compliant,2026-06-25
Capability|CAP-SANCT|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-SANCT,Sanctions Screening,AsIs,52.7,Partially Compliant,2026-06-25
Capability|CAP-RES|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-RES,Operational Resilience,AsIs,33.2,Non-Compliant,2026-06-25
Capability|CAP-INC|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-INC,Incident Management,AsIs,36.2,Non-Compliant,2026-06-25
Capability|CAP-TPR|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-TPR,Third-Party / ICT Dependency,AsIs,32.2,Non-Compliant,2026-06-25
Capability|CAP-CYBER|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-CYBER,Cyber Security,AsIs,42.5,Non-Compliant,2026-06-25
Capability|CAP-AC|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-AC,Access Control,AsIs,58.8,Partially Compliant,2026-06-25
Capability|CAP-CAPITAL|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-CAPITAL,Capital & RWA,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-DQ|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-DQ,Data Quality,AsIs,41.2,Non-Compliant,2026-06-25
Capability|CAP-LIN|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-LIN,Data Lineage,AsIs,26.2,Non-Compliant,2026-06-25
Capability|CAP-MDM|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-MDM,Metadata & Catalog,AsIs,3.0,Non-Compliant,2026-06-25
Capability|CAP-RET|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-RET,Data Retention,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-PII|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-PII,PII Protection,AsIs,62.8,Partially Compliant,2026-06-25
Capability|CAP-AUTH|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-AUTH,Strong Authentication,AsIs,50.0,Partially Compliant,2026-06-25
Capability|CAP-COND|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-COND,Conduct & Fair Value,AsIs,82.3,Compliant,2026-06-25
Capability|CAP-MRM|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-MRM,Model Risk Management,AsIs,47.0,Non-Compliant,2026-06-25
Capability|CAP-AIG|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-AIG,AI Governance,AsIs,55.8,Partially Compliant,2026-06-25
Capability|CAP-TDQ|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-TDQ,Training Data Quality,AsIs,45.5,Non-Compliant,2026-06-25
Capability|CAP-TRACE|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-TRACE,Traceability & Explainability,AsIs,8.8,Non-Compliant,2026-06-25
Capability|CAP-AUD|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-AUD,Auditability & Evidence,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-REP|AsIs|CHG-MASTRM|2026-06-25,CHG-MASTRM,Capability,CAP-REP,Regulatory Reporting,AsIs,83.8,Compliant,2026-06-25
Overall|BANK|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Overall,BANK,Enterprise,AsIs,52.3,Partially Compliant,2026-06-25
Overall|BANK|PostChange|CHG-AMLD|2026-06-25,CHG-AMLD,Overall,BANK,Enterprise,PostChange,52.2,Partially Compliant,2026-06-25
Overall|BANK|PostRemediation|CHG-AMLD|2026-06-25,CHG-AMLD,Overall,BANK,Enterprise,PostRemediation,57.7,Partially Compliant,2026-06-25
Regulation|REG-AMLD|PostChange|CHG-AMLD|2026-06-25,CHG-AMLD,Regulation,REG-AMLD,REG-AMLD,PostChange,51.4,Partially Compliant,2026-06-25
Regulation|REG-AMLD|PostRemediation|CHG-AMLD|2026-06-25,CHG-AMLD,Regulation,REG-AMLD,REG-AMLD,PostRemediation,100.0,Compliant,2026-06-25
Capability|CAP-FC|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-FC,Financial Crime Detection,AsIs,52.8,Partially Compliant,2026-06-25
Capability|CAP-SANCT|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-SANCT,Sanctions Screening,AsIs,52.7,Partially Compliant,2026-06-25
Capability|CAP-RES|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-RES,Operational Resilience,AsIs,33.2,Non-Compliant,2026-06-25
Capability|CAP-INC|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-INC,Incident Management,AsIs,36.2,Non-Compliant,2026-06-25
